wkt_geom	Entity	Layer	Color	Linetype	Elevation	ORIG_FID	x	y
PointZ (392238.78590000001713634 283181.5597999999881722 2.19842697737171644)	3DPolyline	차선_실선	1	Continuous	2.14503376911	426	392238.7859	283181.5598
PointZ (392242.77700000000186265 283180.93579999997746199 2.17173037324207741)	3DPolyline	차선_실선	1	Continuous	2.14503376911	426	392242.777	283180.9358
PointZ (392383.094600000011269 283133.09120000002440065 1.94480923814016449)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392383.0946	283133.0912
PointZ (392374.69849999999860302 283138.05530000000726432 1.9047643319457066)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392374.6985	283138.0553
PointZ (392392.92249999998603016 283127.43469999998342246 1.93146093607534519)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392392.9225	283127.4347
PointZ (392389.56390000000828877 283129.40379999997094274 1.93146093607534519)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392389.5639	283129.4038
PointZ (392404.38150000001769513 283118.60090000001946464 1.95815754020498378)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392404.3815	283118.6009
PointZ (392396.51010000001406297 283124.72480000002542511 1.93146093607534519)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392396.5101	283124.7248
PointZ (392407.41210000001592562 283116.7049000000115484 1.94480923814016449)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392407.4121	283116.7049
PointZ (392405.38189999997848645 283117.86739999998826534 1.95815754020498378)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392405.3819	283117.8674
PointZ (392419.23399999999674037 283109.77929999999469146 1.94480923814016449)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392419.234	283109.7793
PointZ (392412.29180000000633299 283113.76209999999264255 1.93146093607534519)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392412.2918	283113.7621
PointZ (392443.80450000002747402 283095.44819999998435378 1.94480923814016449)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392443.8045	283095.4482
PointZ (392431.60009999998146668 283102.57770000002346933 1.9181126340105259)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392431.6001	283102.5777
PointZ (392471.39350000000558794 283079.1578999999910593 1.9047643319457066)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392471.3935	283079.1579
PointZ (392456.67440000001806766 283087.81650000001536682 1.89141602988088731)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392456.6744	283087.8165
PointZ (392500.85910000000149012 283061.82059999997727573 1.69119149890859788)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392500.8591	283061.8206
PointZ (392485.67849999997997656 283070.69549999997252598 1.73123640510305576)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392485.6785	283070.6955
PointZ (392532.11859999998705462 283043.50420000002486631 1.71788810303823647)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392532.1186	283043.5042
PointZ (392513.41810000000987202 283054.47159999998984858 1.67784319684377858)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392513.4181	283054.4716
PointZ (392546.72499999997671694 283035.2021999999997206 1.73123640510305576)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392546.725	283035.2022
PointZ (392544.21649999998044223 283036.4228000000002794 1.73123640510305576)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392544.2165	283036.4228
PointZ (392549.93869999999878928 283034.19510000001173466 1.86471942575124872)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392549.9387	283034.1951
PointZ (392548.44569999998202547 283034.54369999998016283 1.82467451955679083)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392548.4457	283034.5437
PointZ (392553.9521999999997206 283034.01789999997708946 1.98485414433462237)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392553.9522	283034.0179
PointZ (392552.02600000001257285 283034.02490000001853332 1.87806772781606801)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392552.026	283034.0249
PointZ (392558.98210000002291054 283034.53499999997438863 2.21177527943655194)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392558.9821	283034.535
PointZ (392556.6902000000118278 283034.20400000002700835 2.06494395672353859)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392556.6902	283034.204
PointZ (392562.9616999999852851 283035.386400000017602 2.39865150834402518)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392562.9617	283035.3864
PointZ (392561.44860000000335276 283034.97179999999934807 2.31856169595510808)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392561.4486	283034.9718
PointZ (392567.29540000000270084 283037.26799999998183921 2.46539301866812277)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392567.2954	283037.268
PointZ (392565.96590000001015142 283036.47669999999925494 2.46539301866812277)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392565.9659	283036.4767
PointZ (392570.30890000000363216 283039.30359999998472631 2.54548283105703987)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392570.3089	283039.3036
PointZ (392569.20089999999618158 283038.49910000001545995 2.50543792486258132)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392569.2009	283038.4991
PointZ (392570.50839999999152496 283020.19530000002123415 2.47874132073294229)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392570.5084	283020.1953
PointZ (392566.30209999997168779 283022.61210000002756715 2.45204471660330325)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392566.3021	283022.6121
PointZ (392571.15340000001015142 283020.24300000001676381 2.47874132073294229)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392571.1534	283020.243
PointZ (392570.80099999997764826 283020.16989999997895211 2.47874132073294229)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392570.801	283020.1699
PointZ (392571.64649999997345731 283020.71480000001611188 2.47874132073294229)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392571.6465	283020.7148
PointZ (392571.46309999999357387 283020.45880000002216548 2.49208962279776181)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392571.4631	283020.4588
PointZ (392575.08519999997224659 283030.72539999999571592 2.67896585170523505)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392575.0852	283030.7254
PointZ (392575.07949999999254942 283030.42080000002169982 2.69231415377005456)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392575.0795	283030.4208
PointZ (392574.65090000000782311 283031.54259999998612329 2.65226924757559601)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392574.6509	283031.5426
PointZ (392574.90610000002197921 283031.20890000002691522 2.67896585170523505)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392574.9061	283031.2089
PointZ (392573.967899999988731 283031.76400000002468005 2.65226924757559601)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392573.9679	283031.764
PointZ (392574.3393999999971129 283031.706499999971129 2.65226924757559601)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392574.3394	283031.7065
PointZ (392568.31400000001303852 283028.63219999999273568 2.47874132073294229)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392568.314	283028.6322
PointZ (392573.7223000000230968 283031.70209999999497086 2.65226924757559601)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392573.7223	283031.7021
PointZ (392564.08699999999953434 283027.42619999998714775 2.35860660214956663)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392564.087	283027.4262
PointZ (392567.08899999997811392 283028.13689999998314306 2.47874132073294229)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392567.089	283028.1369
PointZ (392561.84000000002561137 283026.63219999999273568 2.17173037324209339)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392561.84	283026.6322
PointZ (392562.21730000001844019 283026.92670000001089647 2.19842697737173243)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392562.2173	283026.9267
PointZ (392561.60969999997178093 283025.77529999997932464 2.17173037324209339)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392561.6097	283025.7753
PointZ (392561.65169999998761341 283026.19819999998435378 2.17173037324209339)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392561.6517	283026.1982
PointZ (392561.90299999999115244 283025.18430000002263114 2.18507867530691291)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392561.903	283025.1843
PointZ (392561.75400000001536682 283025.418500000028871 2.18507867530691291)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392561.754	283025.4185
PointZ (392566.30209999997168779 283022.61210000002756715 2.45204471660330325)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392566.3021	283022.6121
PointZ (392562.27710000000661239 283024.92509999999310821 2.18507867530691291)	3DPolyline	도로경계	6	HIDDEN2	2.4520447166	417	392562.2771	283024.9251
PointZ (392589.57760000001871958 282993.42900000000372529 2.49208962279775958)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392589.5776	282993.429
PointZ (392592.81380000000353903 282987.35129999998025596 2.41199981040884248)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392592.8138	282987.3513
PointZ (392587.81890000001294538 282997.81339999998454005 2.49208962279775958)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392587.8189	282997.8134
PointZ (392588.75729999999748543 282995.22930000000633299 2.49208962279775958)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392588.7573	282995.2293
PointZ (392587.06559999997261912 283001.65409999998519197 2.46539301866812055)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392587.0656	283001.6541
PointZ (392587.42889999999897555 282999.47279999998863786 2.46539301866812055)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392587.4289	282999.4728
PointZ (392587.08689999999478459 283004.01130000001285225 2.33190999801992538)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392587.0869	283004.0113
PointZ (392587.04170000000158325 283003.01089999999385327 2.38530320627920345)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	418	392587.0417	283003.0109
PointZ (392040.62020000000484288 283374.22269999998388812 3.15950472603873811)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392040.6202	283374.2227
PointZ (392044.6015999999945052 283377.45500000001629815 2.79910057028861381)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392044.6016	283377.455
PointZ (392031.53450000000884756 283415.97120000002905726 2.73771678976077926)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	392031.5345	283415.9712
PointZ (392040.33218938228674233 283407.32553474890301004 2.39914990722361088)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	392040.332189	283407.325535
PointZ (392010.33409999997820705 283437.32480000000214204 2.63093037324222312)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	392010.3341	283437.3248
PointZ (392020.43550000002142042 283427.11770000000251457 2.63093037324222312)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	392020.4355	283427.1177
PointZ (391991.09549999999580905 283457.24579999997513369 2.6175820711774036)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	391991.0955	283457.2458
PointZ (392000.16909999999916181 283447.7283000000170432 2.57753716498294505)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	392000.1691	283447.7283
PointZ (391974.3817999999737367 283474.95520000002579764 2.67097527943668167)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	391974.3818	283474.9552
PointZ (391982.68160000001080334 283466.08539999998174608 2.64427867530704264)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	391982.6816	283466.0854
PointZ (391955.55150000000139698 283495.11259999999310821 2.76441339389041918)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	391955.5515	283495.1126
PointZ (391966.02510000002803281 283483.89500000001862645 2.7243684876959593)	3DPolyline	차선_점선	2	Continuous	2.39914990722	412	391966.0251	283483.895
PointZ (391968.52319999999599531 283485.5261000000173226 2.71102018563113978)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	391968.5232	283485.5261
PointZ (391960.25189999997382984 283494.53889999998500571 2.71102018563114289)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	391960.2519	283494.5389
PointZ (391985.2029999999795109 283467.74080000002868474 2.61758207117740316)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	391985.203	283467.7408
PointZ (391976.88319999998202547 283476.61800000001676381 2.69767188356632026)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	391976.8832	283476.618
PointZ (392002.79090000002179295 283449.31069999997271225 2.53749225878848605)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	392002.7909	283449.3107
PointZ (391993.61349999997764826 283458.87339999998221174 2.57753716498294461)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	391993.6135	283458.8734
PointZ (392022.79100000002654269 283428.93959999998332933 2.57753716498294461)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	392022.791	283428.9396
PointZ (392012.69219999999040738 283439.21000000002095476 2.56418886291812509)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	392012.6922	283439.21
PointZ (392042.41903640021337196 283409.45985680021112785 2.38794918740749251)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	392042.419036	283409.459857
PointZ (392034.02950000000419095 283417.74859999999171123 2.65762697737186171)	3DPolyline	차선_점선	2	Continuous	2.71102018563	413	392034.0295	283417.7486
PointZ (392036.14069999998901039 283419.97850000002654269 2.49744735259403194)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	392036.1407	283419.9785
PointZ (392044.57254001620458439 283411.66235186351696029 2.3763906623061537)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	392044.57254	283411.662352
PointZ (392014.67540000000735745 283441.5042999999714084 2.48409905052921243)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	392014.6754	283441.5043
PointZ (392024.88160000002244487 283431.20860000001266599 2.48409905052921243)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	392024.8816	283431.2086
PointZ (391995.73729999997885898 283461.07189999998081475 2.49744735259403194)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	391995.7373	283461.0719
PointZ (392004.94370000000344589 283451.4504999999771826 2.51079565465885146)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	392004.9437	283451.4505
PointZ (391985.74989999999525025 283471.67709999997168779 2.53081810775608762)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	391985.7499	283471.6771
PointZ (391987.81150000001071021 283469.4790999999968335 2.51079565465885146)	3DPolyline	차선_점선	2	Continuous	2.37639066231	414	391987.8115	283469.4791
PointZ (392028.82030000002123415 283396.61119999998481944 2.52581249448180722)	3DPolyline	차선_실선	1	Continuous	2.52743665953	415	392028.8203	283396.6112
PointZ (392029.3443525418988429 283396.08772849745582789 2.52743665953257057)	3DPolyline	차선_실선	1	Continuous	2.52743665953	415	392029.344353	283396.087728
PointZ (392002.98969999997643754 283422.74139999999897555 2.48576758828734867)	3DPolyline	차선_실선	1	Continuous	2.52743665953	415	392002.9897	283422.7414
PointZ (392016.13189999997848645 283409.34110000001965091 2.51246419241698771)	3DPolyline	차선_실선	1	Continuous	2.52743665953	415	392016.1319	283409.3411
PointZ (391972.23920000001089647 283453.87900000001536682 2.525812494481809)	3DPolyline	차선_실선	1	Continuous	2.52743665953	415	391972.2392	283453.879
PointZ (391979.3792999999714084 283446.84320000000298023 2.47241928622253049)	3DPolyline	차선_실선	1	Continuous	2.52743665953	415	391979.3793	283446.8432
PointZ (392280.82569999998668209 283218.80060000001685694 2.15838207117727565)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392280.8257	283218.8006
PointZ (391971.48159999999916181 283454.32929999998304993 2.49911589035216997)	3DPolyline	차선_실선	1	Continuous	2.52743665953	415	391971.4816	283454.3293
PointZ (392274.89870000001974404 283209.39750000002095476 2.18507867530691469)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392274.8987	283209.3975
PointZ (392277.0007999999797903 283213.21799999999348074 2.15838207117727565)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392277.0008	283213.218
PointZ (392274.07870000001275912 283206.40029999997932464 2.15838207117727565)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392274.0787	283206.4003
PointZ (392274.39559999998891726 283207.86969999998109415 2.15838207117727565)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392274.3956	283207.8697
PointZ (392274.04529999999795109 283204.0234000000054948 2.1183371649828171)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392274.0453	283204.0234
PointZ (392274.00819999998202547 283205.14289999997708946 2.14503376911245613)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392274.0082	283205.1429
PointZ (392274.61320000002160668 283201.6511000000173226 2.09164056085317807)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392274.6132	283201.6511
PointZ (392274.2674000000115484 283202.73279999999795109 2.10498886291799758)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392274.2674	283202.7328
PointZ (392275.85470000002533197 283199.49239999998826534 2.09164056085317807)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392275.8547	283199.4924
PointZ (392275.23109999997541308 283200.42149999999674037 2.09164056085317807)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392275.2311	283200.4215
PointZ (392277.38010000000940636 283197.88189999997848645 2.09164056085317807)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392277.3801	283197.8819
PointZ (392276.49489999999059364 283198.71350000001257285 2.09164056085317807)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392276.4949	283198.7135
PointZ (392290.24619999999413267 283187.49749999999767169 2.01155074846426096)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392290.2462	283187.4975
PointZ (392283.20280000002821907 283193.17369999998481944 1.97150584226980308)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392283.2028	283193.1737
PointZ (392308.56140000000596046 283176.23959999997168779 2.02489905052908048)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392308.5614	283176.2396
PointZ (392297.59690000000409782 283183.02580000000307336 2.05159565465871951)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392297.5969	283183.0258
PointZ (392319.31550000002607703 283168.63579999998910353 1.95815754020498378)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392319.3155	283168.6358
PointZ (392316.70890000002691522 283171.38760000001639128 1.97150584226980308)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392316.7089	283171.3876
PointZ (392328.28919999999925494 283163.01980000000912696 1.93146093607534519)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392328.2892	283163.0198
PointZ (392320.09499999997206032 283168.01040000002831221 1.94480923814016449)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392320.095	283168.0104
PointZ (392350.0209000000031665 283150.23550000000977889 1.98485414433462237)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392350.0209	283150.2355
PointZ (392341.13660000002710149 283155.60180000000400469 1.94480923814016449)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392341.1366	283155.6018
PointZ (392357.85779999999795109 283146.39779999997699633 2.02489905052908048)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392357.8578	283146.3978
PointZ (392353.23080000001937151 283148.55999999999767169 1.98485414433462237)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392353.2308	283148.56
PointZ (392367.02710000000661239 283142.48139999998966232 1.99820244639944167)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392367.0271	283142.4814
PointZ (392363.25900000002002344 283144.05719999998109415 2.0382473525939)	3DPolyline	도로경계	6	HIDDEN2	2.15838207118	416	392363.259	283144.0572
PointZ (392233.44140000001061708 283176.85399999999208376 2.15838207117728809)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	408	392233.4414	283176.854
PointZ (392232.42190000001573935 283179.79050000000279397 2.19842697737174841)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	408	392232.4219	283179.7905
PointZ (392227.00540000002365559 283173.20449999999254942 2.19842697737174664)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392227.0054	283173.2045
PointZ (392234.82860000000800937 283173.89559999998891726 2.06494395672355147)	3DPolyline	도로경계	6	HIDDEN2	2.41199981041	408	392234.8286	283173.8956
PointZ (392221.99540000001434237 283184.50119999999878928 2.23847188356620519)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392221.9954	283184.5012
PointZ (392223.65600000001722947 283180.25189999997382984 2.18507867530692712)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392223.656	283180.2519
PointZ (392216.71500000002561137 283193.45809999998891726 2.29186509182548326)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392216.715	283193.4581
PointZ (392220.94449999998323619 283186.78539999999338761 2.19842697737174664)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392220.9445	283186.7854
PointZ (392199.67210000002523884 283220.45010000001639128 2.30521339389030189)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392199.6721	283220.4501
PointZ (392205.81439999997382984 283210.74869999999646097 2.33190999801994092)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392205.8144	283210.7487
PointZ (392197.79999999998835847 283222.29200000001583248 2.37195490421439947)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392197.8	283222.292
PointZ (392198.5953999999910593 283221.67440000001806766 2.35860660214957996)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392198.5954	283221.6744
PointZ (392196.35930000001098961 283222.81040000001667067 2.37195490421439947)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392196.3593	283222.8104
PointZ (392197.12170000001788139 283222.63599999999860302 2.37195490421439947)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392197.1217	283222.636
PointZ (392193.33049999998183921 283222.95819999999366701 2.67896585170524748)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392193.3305	283222.9582
PointZ (392195.03110000002197921 283222.92869999998947605 2.42534811247367754)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392195.0311	283222.9287
PointZ (392186.75380000000586733 283223.0590000000083819 3.53325718385368548)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392186.7538	283223.059
PointZ (392186.99150000000372529 283223.12880000000586733 3.50656057972404644)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392186.9915	283223.1288
PointZ (392179.77510000002803281 283227.59580000001005828 3.61334699624260169)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392179.7751	283227.5958
PointZ (392186.35259999998379499 283222.7646999999997206 3.546605485918505)	3DPolyline	도로경계	6	HIDDEN2	2.19842697737	409	392186.3526	283222.7647
PointZ (392182.51679999998304993 283232.58730000001378357 2.81244887235343732)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.5168	283232.5873
PointZ (392181.54960000002756715 283230.82490000000689179 3.0260217053905496)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392181.5496	283230.8249
PointZ (392182.90509999997448176 283234.10389999998733401 2.65226924757560312)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.9051	283234.1039
PointZ (392182.76949999999487773 283233.21080000000074506 2.69231415377006167)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.7695	283233.2108
PointZ (392182.90210000000661239 283240.50719999999273568 2.47874132073294939)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.9021	283240.5072
PointZ (392182.95740000001387671 283239.79889999999431893 2.50543792486258843)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.9574	283239.7989
PointZ (392182.40810000000055879 283241.9576000000233762 2.50543792486258843)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.4081	283241.9576
PointZ (392182.77519999997457489 283241.1329000000259839 2.50543792486258843)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.7752	283241.1329
PointZ (392175.16830000001937151 283249.24469999998109415 2.51878622692740795)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392175.1683	283249.2447
PointZ (392182.10989999998128042 283242.37859999999636784 2.50543792486258843)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392182.1099	283242.3786
PointZ (392169.08639999997103587 283254.98660000000381842 2.57217943518668601)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392169.0864	283254.9866
PointZ (392169.71769999997923151 283254.7101000000257045 2.5588311331218665)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392169.7177	283254.7101
PointZ (392167.75750000000698492 283254.98229999997420236 2.73235905996451889)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392167.7575	283254.9823
PointZ (392168.43810000002849847 283255.04570000001695007 2.65226924757560312)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392168.4381	283255.0457
PointZ (392166.15029999997932464 283254.04229999997187406 2.90588698680717172)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392166.1503	283254.0423
PointZ (392167.0677000000141561 283254.70939999999245629 2.77240396615897744)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392167.0677	283254.7094
PointZ (392165.50390000001061708 283253.05320000002393499 3.05271830952018641)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392165.5039	283253.0532
PointZ (392165.64459999999962747 283253.44400000001769513 2.97262849713126931)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392165.6446	283253.444
PointZ (392159.98550000000977889 283259.1162999999942258 3.05271830952018508)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392159.9855	283259.1163
PointZ (392165.48129999998491257 283252.5590000000083819 3.11945981984428267)	3DPolyline	도로경계	6	HIDDEN2	3.61334699624	410	392165.4813	283252.559
PointZ (392161.20429999998304993 283259.21210000000428408 2.97262849713126798)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392161.2043	283259.2121
PointZ (392160.58289999997941777 283259.13660000002710149 3.01267340332572653)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392160.5829	283259.1366
PointZ (392161.97800000000279397 283259.65069999999832362 2.87919038267753136)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392161.978	283259.6507
PointZ (392161.64809999999124557 283259.37180000002263114 2.97262849713126798)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392161.6481	283259.3718
PointZ (392162.35190000000875443 283260.70850000000791624 2.77240396615897522)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392162.3519	283260.7085
PointZ (392162.18209999997634441 283260.06880000000819564 2.86584208061271184)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392162.1821	283260.0688
PointZ (392162.29889999999431893 283261.82809999998426065 2.77240396615897522)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392162.2989	283261.8281
PointZ (392162.37939999997615814 283261.37280000001192093 2.74570736202933618)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392162.3794	283261.3728
PointZ (392161.88089999998919666 283262.74020000000018626 2.74570736202933618)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392161.8809	283262.7402
PointZ (392162.10800000000745058 283262.3393999999971129 2.70566245583487763)	3DPolyline	도로경계	6	HIDDEN2	3.05271830952	411	392162.108	283262.3394
